domain,url,crux_rank,tech_signals,uses_issuu,uses_fliphtml5
thor-villanyszereles.hu,https://thor-villanyszereles.hu/,,WordPress|Elementor,false,false
top-tyres.ie,https://top-tyres.ie/,,WordPress|Divi,false,false
tpeactu.fr,https://tpeactu.fr/,,WordPress,false,false
travelwest.info,https://travelwest.info/,,WordPress,false,false
trickstertheatre.com,https://trickstertheatre.com/,,WordPress|Elementor,false,false
twoj-bus.pl,https://www.twoj-bus.pl/,,WordPress,false,false
unazuki-selene.com,https://www.unazuki-selene.com/,,WordPress,false,false
uniqclothing.dk,https://uniqclothing.dk/,,WordPress|Divi,false,false
urnamur156.be,https://urnamur156.be/,,WordPress,false,false
vanlithbouw.nl,https://www.vanlithbouw.nl/,,WordPress,false,false
vista54.ru,https://vista54.ru/,,WordPress,false,false
wakefieldtrust.org,https://wakefieldtrust.org/,,WordPress,false,false
wanapitei.net,https://www.wanapitei.net/,,WordPress,false,false
willymakeit.com,https://www.willymakeit.com/,,WordPress,false,false
xiidra.ca,https://www.xiidra.ca/,,WordPress,false,false
yahata-net.com,https://www.yahata-net.com/,,WordPress,false,false
zapatosnoelia.es,https://zapatosnoelia.es/,,WordPress|WooCommerce|Divi,false,false
zippygames.net,https://zippygames.net/,,WordPress,false,false
academiamedica.net,https://academiamedica.net/,,WordPress,false,false
aerospacealliance.net,https://aerospacealliance.net/,,WooCommerce|WordPress,false,false
agelesshealthinstitute.com,https://agelesshealthinstitute.com/,,WordPress|Elementor,false,false
akiyoshihp.jp,https://akiyoshihp.jp/,,WordPress,false,false
allegiancemd.com,https://allegiancemd.com/,,WordPress|Divi,false,false
alraialmasryeg.com,https://alraialmasryeg.com/,,WordPress,false,false
ao-kensaibou.com,https://www.ao-kensaibou.com/,,WordPress,false,false
apnaerp.in,https://apnaerp.in/,,WordPress|Elementor,false,false
arrotinivalresia.it,https://arrotinivalresia.it/,,WordPress,false,false
at-yvelines.fr,https://at-yvelines.fr/,,WordPress|Elementor,false,false
atlantic-hotel.com.ua,https://atlantic-hotel.com.ua/,,WordPress,false,false
auktion-kendzia.de,https://www.auktion-kendzia.de/,,WordPress|Elementor,false,false
bachnhuproperties.vn,https://bachnhuproperties.vn/,,WordPress,false,false
balingtech.com.ar,https://www.balingtech.com.ar/,,WordPress|WooCommerce,false,false
basteibruecke.de,https://www.basteibruecke.de/,,WordPress,false,false
beriy-palace.com,https://beriy-palace.com/,,WordPress,false,false
besuchet.ch,https://besuchet.ch/,,WordPress,false,false
betvole-ios.icu,https://m.betvole-ios.icu/,,WordPress,false,false
bigshh.ee,https://kiviresidentsid.bigshh.ee/,,WordPress,false,false
bismillahphones.com,https://bismillahphones.com/,,WordPress|WooCommerce|Elementor,false,false
bluebellyarns.co.uk,https://www.bluebellyarns.co.uk/,,WooCommerce|WordPress,false,false
bolixe.com,https://bolixe.com/,,WooCommerce|WordPress,false,false
budplus.by,https://www.budplus.by/,,WooCommerce|WordPress,false,false
cabinetmagicum.hr,https://cabinetmagicum.hr/,,WordPress|WooCommerce|Elementor,false,false
cambiocultural.org,https://cambiocultural.org/,,WordPress,false,false
canadaoutdoorkitchens.com,https://canadaoutdoorkitchens.com/,,WordPress,false,false
catonsvillebicycles.com,https://catonsvillebicycles.com/,,WordPress,false,false
centrocollaudipiemonte.it,https://www.centrocollaudipiemonte.it/,,WordPress,false,false
chinahoseflex.com,https://www.chinahoseflex.com/,,WordPress|WooCommerce,false,false
christianeminent.com,https://christianeminent.com/,,WordPress|Elementor,false,false
ck9training.com,https://ck9training.com/,,WordPress,false,false
clinicadentalgoyanc.com,https://www.clinicadentalgoyanc.com/,,WordPress|Elementor,false,false
coldsnapphotography.com,https://coldsnapphotography.com/,,WooCommerce|WordPress|Elementor,false,false
convose.in,https://convose.in/,,Elementor|WordPress,false,false
creativestudios.design,https://creativestudios.design/,,WordPress|Elementor,false,false
cupajoe.live,https://cupajoe.live/,,WordPress,false,false
daint.it,https://daint.it/,,WordPress,false,false
darkmediaid.site,https://darkmediaid.site/,,WordPress,false,false
defensietrainingsschema.nl,https://www.defensietrainingsschema.nl/,,WordPress,false,false
destinationyvesrocher.com,https://destinationyvesrocher.com/,,WordPress,false,false
discover.pe,https://discover.pe/,,WordPress|Elementor,false,false
dorpshuisangeren.nl,https://www.dorpshuisangeren.nl/,,WordPress,false,false
download-sounds.ru,https://download-sounds.ru/,,WordPress,false,false
drimhaus.ru,https://drimhaus.ru/,,WordPress|Divi,false,false
earlytruckingco.com,https://www.earlytruckingco.com/,,WordPress,false,false
eliezergroup.com,https://eliezergroup.com/,,WordPress|Elementor,false,false
emergenteck.in,https://emergenteck.in/,,WordPress|Elementor,false,false
enmusike.com,https://www.enmusike.com/,,WordPress,false,false
expatmortgageplatform.nl,https://expatmortgageplatform.nl/,,WordPress|Elementor,false,false
familymedcourses.com,https://familymedcourses.com/,,WooCommerce|WordPress,false,false
fhcntx.org,https://fhcntx.org/,,WordPress,false,false
fisiohelmantica.com,https://www.fisiohelmantica.com/,,WordPress|WooCommerce|Elementor,false,false
formatienuntabucuresti.com.ro,https://formatienuntabucuresti.com.ro/,,WordPress|Elementor,false,false
frase2cumple.com,https://frase2cumple.com/,,WordPress,false,false
fursanfarm.com.au,https://fursanfarm.com.au/,,WordPress|Elementor,false,false
gbb.co.in,https://www.gbb.co.in/,,WordPress,false,false
glasgowroots.co.uk,https://glasgowroots.co.uk/,,WordPress,false,false
glx96.site,https://glx96.site/,,WordPress,false,false
granpri-flowers.ru,https://granpri-flowers.ru/,,WooCommerce|WordPress,false,false
groveandvine.com,https://groveandvine.com/,,WooCommerce|WordPress,false,false
habibiekunci.com,https://habibiekunci.com/,,WordPress,false,false
halftonemag.com,https://halftonemag.com/,,WordPress|Elementor,false,false
hayatproduction.ba,https://hayatproduction.ba/,,WordPress,false,false
hno-greifswald.de,https://hno-greifswald.de/,,WordPress|Elementor,false,false
hosono-clinic.jp,https://hosono-clinic.jp/,,WordPress,false,false
house-of-co.com,https://house-of-co.com/,,WordPress|Elementor,false,false
icdinteriorbd.net,https://icdinteriorbd.net/,,WordPress|Divi,false,false
ikm.mk,https://ikm.mk/,,WordPress|Elementor,false,false
infer.name,https://infer.name/,,WordPress,false,false
isbiroptik.com,https://www.isbiroptik.com/,,WordPress|Elementor,false,false
jaringannasional.com,https://jaringannasional.com/,,WordPress,false,false
joeco.co.uk,https://joeco.co.uk/,,WordPress,false,false
jointeam.red,https://jointeam.red/,,WordPress,false,false
justdiggit.org,https://justdiggit.org/,,WordPress,false,false
karyareadymix.com,https://karyareadymix.com/,,WordPress,false,false
kbk.kr.ua,https://www.kbk.kr.ua/,,WordPress,false,false
kitsapgeneralsurgery.com,https://www.kitsapgeneralsurgery.com/,,WordPress|Elementor,false,false
kvoca.org,https://kvoca.org/,,WooCommerce|WordPress|Elementor,false,false
ladanhajipour.com,https://ladanhajipour.com/,,WordPress,false,false
landelijkeomheining.be,https://landelijkeomheining.be/,,WooCommerce|WordPress,false,false
legalis-kanzlei.de,https://www.legalis-kanzlei.de/,,WordPress|Divi,false,false
leparisolidairelyon.org,https://leparisolidairelyon.org/,,WordPress,false,false
lexalytics.com,https://www.lexalytics.com/,,WordPress,false,false
life-mate.co.jp,https://www.life-mate.co.jp/,,WordPress|WooCommerce,false,false
lisaalpine.com,https://lisaalpine.com/,,WordPress,false,false
lowcostautoglass.com,https://www.lowcostautoglass.com/,,WordPress,false,false
lux-express.lu,https://lux-express.lu/,,WordPress|WooCommerce|Elementor,false,false
mackmotorwerks.com,https://mackmotorwerks.com/,,WordPress|Elementor,false,false
magiccanoe.org,https://magiccanoe.org/,,WordPress|Elementor,false,false
mangomeubeloutlet.nl,https://mangomeubeloutlet.nl/,,WordPress|Elementor,false,false
massagecenterbelgrade.rs,https://massagecenterbelgrade.rs/,,WordPress|Elementor,false,false
mazaya-baghdad.com,https://mazaya-baghdad.com/,,WordPress,false,false
mdspatientsupport.org.uk,https://mdspatientsupport.org.uk/,,WordPress,false,false
mein-gluecksstueck.de,https://mein-gluecksstueck.de/,,WordPress|Elementor,false,false
mercatinopiazzadeiquiriti.it,https://www.mercatinopiazzadeiquiriti.it/,,WordPress,false,false
miyanomaesekkotsuin.com,https://miyanomaesekkotsuin.com/,,WordPress,false,false
moenjo.ie,https://moenjo.ie/,,WordPress|Elementor,false,false
moonshot.com.br,https://moonshot.com.br/,,WordPress|Elementor,false,false
mqpaquis.ch,https://mqpaquis.ch/,,WordPress|Divi,false,false
mucinviettoner.com,https://mucinviettoner.com/,,WooCommerce|WordPress,false,false
nabilgarments.com,https://nabilgarments.com/,,WooCommerce|WordPress,false,false
narkodent.de,https://www.narkodent.de/,,Divi|WordPress,false,false
neurologie-gera.de,https://www.neurologie-gera.de/,,WordPress,false,false
nlgghana.com,https://nlgghana.com/,,Elementor|WooCommerce|WordPress,false,false
noithatdhg.net,https://noithatdhg.net/,,WooCommerce|WordPress,false,false
nrtcgroup.com,https://nrtcgroup.com/,,WordPress|Elementor,false,false
oftalmologiaguatemala.com,https://oftalmologiaguatemala.com/,,WordPress,false,false
onformsculpture.co.uk,https://www.onformsculpture.co.uk/,,WordPress,false,false
opendevannes.fr,https://www.opendevannes.fr/,,WordPress,false,false
pagibigfinancing.com,https://www.pagibigfinancing.com/,,WordPress,false,false
panoramaradiology.com.au,https://panoramaradiology.com.au/,,Elementor|WordPress,false,false
paydirtalaska.com,https://www.paydirtalaska.com/,,WooCommerce|WordPress|Elementor,false,false
pharmaonepharmacy.com.pk,https://pharmaonepharmacy.com.pk/,,WooCommerce|WordPress,false,false
phs-itservice.se,https://phs-itservice.se/,,WooCommerce|WordPress,false,false
pizzeriachestoria.it,https://pizzeriachestoria.it/,,WordPress|Elementor,false,false
plrlaunch.com,https://www.plrlaunch.com/,,WordPress,false,false
polar.com.mk,https://polar.com.mk/,,WooCommerce|WordPress|Elementor,false,false
pravadeti.sk,https://www.pravadeti.sk/,,WordPress|Elementor,false,false
presentmoment.com,https://presentmoment.com/,,WooCommerce|WordPress,false,false
producentsalizabaw.pl,https://producentsalizabaw.pl/,,WordPress,false,false
psihotelteplice.cz,https://www.psihotelteplice.cz/,,Elementor|WordPress|WooCommerce,false,false
pugstorm.eu,https://pugstorm.eu/,,WordPress|Divi,false,false
radicicasertane.it,https://www.radicicasertane.it/,,WordPress,false,false
rebelbourbon.com,https://rebelbourbon.com/,,WordPress|Elementor,false,false
rentclean.de,https://rentclean.de/,,WordPress|WooCommerce,false,false
rightscapes.co.uk,https://rightscapes.co.uk/,,WordPress|Divi,false,false
ristorantepescedamare.it,https://ristorantepescedamare.it/,,WordPress|Elementor,false,false
root-store.com,https://root-store.com/,,WordPress,false,false
rpng.org,https://rpng.org/,,WordPress|Elementor,false,false
run2aid.ch,https://run2aid.ch/,,WordPress|Divi,false,false
saikavfoods.co.za,https://saikavfoods.co.za/,,WordPress,false,false
saltustechnologies.com,https://saltustechnologies.com/,,WordPress|Elementor,false,false
saysgym.com,https://saysgym.com/,,WordPress,false,false
schertz.name,https://blog.schertz.name/,,WordPress,false,false
sekaideichiban.com,https://sekaideichiban.com/,,WordPress,false,false
shaneidleman.com,https://shaneidleman.com/,,WordPress|Divi,false,false
shivamhospitalpatna.com,https://shivamhospitalpatna.com/,,WordPress,false,false
simmetria.bg,https://www.simmetria.bg/,,WordPress,false,false
skool.gr,https://www.skool.gr/,,WordPress|Elementor,false,false
smartthinking.org.uk,https://smartthinking.org.uk/,,WordPress,false,false
southcoastal.org.au,https://www.southcoastal.org.au/,,WordPress,false,false
sp82wroclaw.pl,https://sp82wroclaw.pl/,,WordPress|Elementor,false,false
sport-hotel-neuburg.de,https://sport-hotel-neuburg.de/,,WordPress|Elementor,false,false
spsroofingltd.co.uk,https://spsroofingltd.co.uk/,,WordPress|Elementor,false,false
stand-up-paddling.org,https://www.stand-up-paddling.org/,,WordPress,false,false
steinway.pl,https://steinway.pl/,,WordPress,false,false
successo.bio,https://successo.bio/,,WordPress|WooCommerce|Elementor,false,false
sundrugplus.com,https://sundrugplus.com/,,WordPress,false,false
svidendar.bg,https://svidendar.bg/,,WordPress|WooCommerce,false,false
takabari.com,https://takabari.com/,,WordPress,false,false
tecmaker.com.br,https://tecmaker.com.br/,,WordPress|Elementor,false,false
tfornhuis.be,https://www.tfornhuis.be/,,WordPress,false,false
thebiglemon.com,https://thebiglemon.com/,,WordPress,false,false
theparthenon.net,https://theparthenon.net/,,WordPress,false,false
tiendaoutstanding.es,https://www.tiendaoutstanding.es/,,WordPress,false,false
tlcommodities.com,https://tlcommodities.com/,,WordPress,false,false
toyotanasmocomagelang.com,https://toyotanasmocomagelang.com/,,WordPress,false,false
truecom.co.in,https://truecom.co.in/,,WordPress|Elementor,false,false
ttransform.com.my,https://www.ttransform.com.my/,,WordPress,false,false
umjifood.com,https://umjifood.com/,,WordPress,false,false
univers-motos-quads.com,https://univers-motos-quads.com/,,WordPress|Elementor,false,false
vaaraahibanquets.com,https://vaaraahibanquets.com/,,WordPress|Elementor|WooCommerce,false,false
velocittaindia.com,https://velocittaindia.com/,,WordPress,false,false
vestidademae.com.br,https://vestidademae.com.br/,,WordPress,false,false
visan.it,https://visan.it/,,WordPress|Elementor,false,false
we3app.com,https://www.we3app.com/,,WordPress,false,false
westvillagegc.com,https://www.westvillagegc.com/,,WordPress|Elementor,false,false
woodcuttoorder.co.uk,https://www.woodcuttoorder.co.uk/,,WooCommerce|WordPress,false,false
xn--i8s3qt0huor17hbct8ub4z7cxwk.jp,https://xn--i8s3qt0huor17hbct8ub4z7cxwk.jp/,,WordPress,false,false
yedidhemed.co.il,https://www.yedidhemed.co.il/,,WooCommerce|WordPress|Elementor,false,false
yumbocentrum.com,https://yumbocentrum.com/,,Elementor|WordPress,false,false
123izm.jp,https://www.123izm.jp/,,WordPress,false,false
1re.es,https://1re.es/,,WordPress,false,false
adalojistik.com.tr,https://www.adalojistik.com.tr/,,WordPress|Elementor,false,false
aeplus.by,https://aeplus.by/,,WordPress|Elementor,false,false
ak-smajlovic.ba,https://ak-smajlovic.ba/,,WordPress|WooCommerce,false,false
alilauro.it,https://www.alilauro.it/,,WordPress,false,false
alphalogicindustries.com,https://alphalogicindustries.com/,,WordPress,false,false
amaya-za.com,https://amaya-za.com/,,WordPress,false,false
anysilicon.com,https://anysilicon.com/,,WordPress,false,false
apotheekpoldervaart.nl,https://www.apotheekpoldervaart.nl/,,WordPress,false,false
ariatroofing.com,https://ariatroofing.com/,,Elementor|WordPress,false,false
arvoredogrupo.com.br,https://arvoredogrupo.com.br/,,WordPress|Elementor,false,false
assicuracars-preventivo.it,https://www.assicuracars-preventivo.it/,,WordPress,false,false
atstiftung.de,https://atstiftung.de/,,WordPress|WooCommerce,false,false
azginkizlar.com,https://azginkizlar.com/,,WordPress,false,false
bamboohillresort.com,https://bamboohillresort.com/,,WordPress,false,false
baurundschau.ch,https://baurundschau.ch/,,WordPress|Elementor,false,false
befranquicia.com,https://www.befranquicia.com/,,WordPress|Elementor,false,false
bhaktimarg.com,https://www.bhaktimarg.com/,,WordPress,false,false
birapart.com,https://www.birapart.com/,,WordPress,false,false
bobbiessocialhouse.com,https://bobbiessocialhouse.com/,,WordPress,false,false
brozmedia.co.in,https://www.brozmedia.co.in/,,WordPress|Elementor,false,false
camaradellibro.com.ar,https://www.camaradellibro.com.ar/,,WordPress|Divi|Issuu,true,false
capturingcaptiva.com,https://capturingcaptiva.com/,,WordPress,false,false
cateacherscollaborative.org,https://cateacherscollaborative.org/,,WordPress|Elementor,false,false
ch3coona.com,https://ch3coona.com/,,WordPress,false,false
